2013-10-07 17:21:00 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:21:41 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@c5a9737: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:21:41 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 417 ms
2013-10-07 17:21:42 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:21:42 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:21:42 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/bootstrap-dist/css/bootstrap.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:21:50 ERROR IPayLogger:27 - John Doe
2013-10-07 17:21:50 ERROR IPayLogger:28 - jane Doe
2013-10-07 17:21:50 ERROR IPayLogger:29 - 500
2013-10-07 17:23:32 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:21:41 EEST 2013]; root of context hierarchy
2013-10-07 17:23:32 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@c5a9737: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:23:43 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:23:43 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:23:43 EEST 2013]; root of context hierarchy
2013-10-07 17:23:43 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/mvc-dispatcher-servlet.xml]
2013-10-07 17:23:44 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@fc1430c: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:23:44 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 425 ms
2013-10-07 17:23:44 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:23:45 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:23:45 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/bootstrap-dist/css/bootstrap.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:25:59 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:23:43 EEST 2013]; root of context hierarchy
2013-10-07 17:25:59 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@fc1430c: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:26:04 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:26:04 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:26:04 EEST 2013]; root of context hierarchy
2013-10-07 17:26:04 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/mvc-dispatcher-servlet.xml]
2013-10-07 17:26:04 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@3a66e6b: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:26:04 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 426 ms
2013-10-07 17:26:05 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:26:05 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/bootstrap-dist/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:26:05 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/bootstrap-dist/css/bootstrap.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:44 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:26:04 EEST 2013]; root of context hierarchy
2013-10-07 17:27:44 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@3a66e6b: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:27:49 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:27:49 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:27:49 EEST 2013]; root of context hierarchy
2013-10-07 17:27:49 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/mvc-dispatcher-servlet.xml]
2013-10-07 17:27:49 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4790700f: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:27:49 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 419 ms
2013-10-07 17:27:50 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:50 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:50 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:50 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/html5shiv.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:50 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/css/bootstrap.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:50 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:50 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:27:51 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:31:15 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:27:49 EEST 2013]; root of context hierarchy
2013-10-07 17:31:15 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4790700f: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:31:20 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:31:20 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:31:20 EEST 2013]; root of context hierarchy
2013-10-07 17:31:20 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/mvc-dispatcher-servlet.xml]
2013-10-07 17:31:20 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@5acb5e96: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:31:20 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 424 ms
2013-10-07 17:31:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:31:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:31:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/css/bootstrap.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:31:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/html5shiv.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:31:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:31:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:31:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:33:20 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:31:20 EEST 2013]; root of context hierarchy
2013-10-07 17:33:20 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@5acb5e96: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:34:51 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:34:51 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:34:51 EEST 2013]; root of context hierarchy
2013-10-07 17:34:51 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/mvc-dispatcher-servlet.xml]
2013-10-07 17:34:51 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@729e616c: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:34:51 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 432 ms
2013-10-07 17:34:52 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:34:52 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:34:52 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/html5shiv.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:34:52 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:34:52 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:35:04 ERROR IPayLogger:27 - Mr.Smith
2013-10-07 17:35:04 ERROR IPayLogger:28 - System
2013-10-07 17:35:04 ERROR IPayLogger:29 - 12
2013-10-07 17:36:14 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:34:51 EEST 2013]; root of context hierarchy
2013-10-07 17:36:14 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@729e616c: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:36:20 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:36:20 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:36:20 EEST 2013]; root of context hierarchy
2013-10-07 17:36:20 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/mvc-dispatcher-servlet.xml]
2013-10-07 17:36:20 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@7b0036f2: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:36:20 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 420 ms
2013-10-07 17:36:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:36:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:36:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:36:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/html5shiv.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:36:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:36:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:36:21 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:38:19 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:36:20 EEST 2013]; root of context hierarchy
2013-10-07 17:38:19 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@7b0036f2: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:38:57 INFO  DispatcherServlet:453 - FrameworkServlet 'mvc-dispatcher': initialization started
2013-10-07 17:38:57 INFO  XmlWebApplicationContext:510 - Refreshing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:38:57 EEST 2013]; root of context hierarchy
2013-10-07 17:38:57 INFO  XmlBeanDefinitionReader:315 - Loading XML bean definitions from ServletContext resource [/WEB-INF/mvc-dispatcher-servlet.xml]
2013-10-07 17:38:57 INFO  DefaultListableBeanFactory:577 - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@111e1d7b: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2013-10-07 17:38:57 INFO  DispatcherServlet:472 - FrameworkServlet 'mvc-dispatcher': initialization completed in 419 ms
2013-10-07 17:38:58 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:38:58 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/css/bootstrap.min.css] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:38:58 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:38:58 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/html5shiv.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:38:58 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:38:58 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/assets/js/respond.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:38:58 WARN  PageNotFound:1108 - No mapping found for HTTP request with URI [/dist/js/bootstrap.min.js] in DispatcherServlet with name 'mvc-dispatcher'
2013-10-07 17:47:39 INFO  XmlWebApplicationContext:1042 - Closing WebApplicationContext for namespace 'mvc-dispatcher-servlet': startup date [Mon Oct 07 17:38:57 EEST 2013]; root of context hierarchy
2013-10-07 17:47:39 INFO  DefaultListableBeanFactory:444 - Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@111e1d7b: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.web.servlet.view.InternalResourceViewResolver#0,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
